Model:TgC13-neg
Type:LDA Model (322 PCA Components, 2 LDA Components )(background subtraction)
Bining:600 - 1000 binned to 0.1 with Advanced bining mode
Classes:Healthy,Peritumoral region,Tumor
Data file:E:\HUGH Imaging\TgC13_imaging data\Negative ion mode new laser\M14_T2.raw
Start scan,End scan,X coordinate,Y coordinate,Class name,Probability,Class color,
1100,1100,0,0,Healthy,99.14,#FFFA8072,
1104,1104,0,0,Healthy,65.77,#FFFA8072,
1108,1111,0,0,Healthy,98.52,#FFFA8072,
1112,1115,0,0,Healthy,99.07,#FFFA8072,
1116,1116,0,0,Healthy,98.71,#FFFA8072,
1120,1121,0,0,Tumor,97.34,#FF8A2BE2,
1124,1125,0,0,Tumor,90.87,#FF8A2BE2,
1128,1129,0,0,Healthy,99.3,#FFFA8072,
1132,1133,0,0,Healthy,72.8,#FFFA8072,
1136,1136,0,0,Tumor,88.58,#FF8A2BE2,
1140,1141,0,0,Healthy,99.31,#FFFA8072,
1144,1146,0,0,Healthy,99.03,#FFFA8072,
1148,1148,0,0,Healthy,99.1,#FFFA8072,
1152,1153,0,0,Healthy,99.07,#FFFA8072,
1156,1157,0,0,Healthy,99.38,#FFFA8072,
1160,1161,0,0,Healthy,96.9,#FFFA8072,
1164,1165,0,0,Healthy,94.84,#FFFA8072,
1168,1169,0,0,Healthy,98.73,#FFFA8072,
1172,1173,0,0,Healthy,97.02,#FFFA8072,
1176,1177,0,0,Tumor,92.45,#FF8A2BE2,
1180,1181,0,0,Healthy,89.09,#FFFA8072,
1184,1186,0,0,Healthy,56.42,#FFFA8072,
1188,1190,0,0,Healthy,71.06,#FFFA8072,
1193,1196,0,0,Healthy,67.36,#FFFA8072,
1197,1200,0,0,Tumor,86.65,#FF8A2BE2,
1201,1202,0,0,Tumor,90.07,#FF8A2BE2,
1205,1206,0,0,Tumor,95.39,#FF8A2BE2,
1209,1212,0,0,Tumor,95.35,#FF8A2BE2,
1213,1216,0,0,Tumor,89.78,#FF8A2BE2,
1217,1217,0,0,Tumor,89.2,#FF8A2BE2,
1221,1221,0,0,Tumor,96.86,#FF8A2BE2,
1225,1225,0,0,Tumor,98.73,#FF8A2BE2,
1229,1230,0,0,Tumor,83.3,#FF8A2BE2,
1233,1234,0,0,Healthy,87.04,#FFFA8072,
1237,1238,0,0,Healthy,91.59,#FFFA8072,
1241,1242,0,0,Healthy,98.07,#FFFA8072,
1246,1249,0,0,Healthy,98.98,#FFFA8072,
1250,1253,0,0,Healthy,99.07,#FFFA8072,
1254,1257,0,0,Healthy,99.17,#FFFA8072,
1258,1261,0,0,Healthy,99.33,#FFFA8072,
1262,1265,0,0,Healthy,99.34,#FFFA8072,
1269,1269,0,0,Healthy,98.24,#FFFA8072,
1273,1274,0,0,Healthy,99.19,#FFFA8072,
1277,1278,0,0,Healthy,98.74,#FFFA8072,
1281,1281,0,0,Healthy,98.87,#FFFA8072,
1285,1285,0,0,Healthy,99.38,#FFFA8072,
1289,1289,0,0,Healthy,99.02,#FFFA8072,
1293,1293,0,0,Tumor,82.69,#FF8A2BE2,
1297,1297,0,0,Healthy,98.93,#FFFA8072,
1301,1301,0,0,Healthy,98.63,#FFFA8072,
1305,1305,0,0,Healthy,99.15,#FFFA8072,
1309,1309,0,0,Healthy,97.98,#FFFA8072,
1313,1313,0,0,Healthy,98.67,#FFFA8072,
1317,1317,0,0,Healthy,97.92,#FFFA8072,
1321,1321,0,0,Healthy,67.19,#FFFA8072,
1329,1329,0,0,Outlier,,,
1334,1337,0,0,Outlier,,,
1338,1338,0,0,Healthy,98.73,#FFFA8072,
1346,1346,0,0,Healthy,92.07,#FFFA8072,
1357,1358,0,0,Healthy,98.24,#FFFA8072,
1362,1362,0,0,Healthy,95.11,#FFFA8072,
1366,1366,0,0,Healthy,98.26,#FFFA8072,
1370,1370,0,0,Healthy,99.13,#FFFA8072,
1374,1374,0,0,Tumor,84.44,#FF8A2BE2,
1378,1379,0,0,Tumor,83.04,#FF8A2BE2,
1390,1391,0,0,Healthy,97.48,#FFFA8072,
1394,1395,0,0,Healthy,99.14,#FFFA8072,
1402,1403,0,0,Healthy,99.17,#FFFA8072,
1415,1415,0,0,Outlier,,,
1427,1427,0,0,Healthy,99.02,#FFFA8072,
1431,1432,0,0,Healthy,99.38,#FFFA8072,
1435,1436,0,0,Tumor,95.63,#FF8A2BE2,
1439,1440,0,0,Healthy,97.36,#FFFA8072,
1444,1444,0,0,Outlier,,,
1448,1449,0,0,Healthy,66.46,#FFFA8072,
1452,1452,0,0,Healthy,71.86,#FFFA8072,
1456,1456,0,0,Tumor,98.23,#FF8A2BE2,
1460,1461,0,0,Tumor,90.13,#FF8A2BE2,
1464,1464,0,0,Tumor,95.42,#FF8A2BE2,
1468,1468,0,0,Outlier,,,
1472,1473,0,0,Tumor,92.01,#FF8A2BE2,
1476,1477,0,0,Healthy,80.12,#FFFA8072,
1480,1481,0,0,Outlier,,,
1484,1484,0,0,Tumor,86.61,#FF8A2BE2,
1488,1489,0,0,Healthy,92.75,#FFFA8072,
1492,1493,0,0,Outlier,,,
1496,1497,0,0,Outlier,,,
1500,1501,0,0,Healthy,91.24,#FFFA8072,
1504,1505,0,0,Healthy,91.54,#FFFA8072,
1513,1513,0,0,Healthy,99.3,#FFFA8072,
1529,1529,0,0,Healthy,91.44,#FFFA8072,
1537,1538,0,0,Healthy,99.27,#FFFA8072,
1541,1541,0,0,Healthy,99.33,#FFFA8072,
1549,1550,0,0,Healthy,99.37,#FFFA8072,
1553,1554,0,0,Healthy,97.43,#FFFA8072,
1561,1562,0,0,Tumor,95.63,#FF8A2BE2,
1566,1566,0,0,Healthy,98.37,#FFFA8072,
1570,1570,0,0,Healthy,94.63,#FFFA8072,
1574,1574,0,0,Healthy,99.05,#FFFA8072,
1578,1579,0,0,Tumor,66.14,#FF8A2BE2,
1586,1587,0,0,Healthy,98.59,#FFFA8072,
1590,1591,0,0,Healthy,94.65,#FFFA8072,
1595,1595,0,0,Outlier,,,
1599,1599,0,0,Healthy,99.09,#FFFA8072,
1607,1607,0,0,Healthy,99.28,#FFFA8072,
1611,1611,0,0,Healthy,99.23,#FFFA8072,
1615,1615,0,0,Outlier,,,
1623,1625,0,0,Healthy,99.33,#FFFA8072,
1628,1631,0,0,Healthy,90.33,#FFFA8072,
1632,1635,0,0,Healthy,99.22,#FFFA8072,
1636,1636,0,0,Healthy,98,#FFFA8072,
1640,1640,0,0,Healthy,98.95,#FFFA8072,
1644,1644,0,0,Healthy,98.46,#FFFA8072,
1648,1648,0,0,Healthy,99.16,#FFFA8072,
1656,1657,0,0,Tumor,88.71,#FF8A2BE2,
1664,1665,0,0,Healthy,99.36,#FFFA8072,
1672,1673,0,0,Healthy,99.29,#FFFA8072,
1677,1677,0,0,Healthy,99.3,#FFFA8072,
1685,1686,0,0,Healthy,99.27,#FFFA8072,
1693,1694,0,0,Healthy,99.23,#FFFA8072,
1706,1706,0,0,Healthy,99.26,#FFFA8072,
1711,1711,0,0,Healthy,99.27,#FFFA8072,
1715,1716,0,0,Outlier,,,
1719,1720,0,0,Healthy,97.11,#FFFA8072,
1723,1724,0,0,Healthy,95.17,#FFFA8072,
1727,1728,0,0,Healthy,98.59,#FFFA8072,
1731,1732,0,0,Tumor,95.85,#FF8A2BE2,
1735,1736,0,0,Healthy,98.15,#FFFA8072,
1739,1740,0,0,Healthy,81.8,#FFFA8072,
1743,1744,0,0,Healthy,97.73,#FFFA8072,
1747,1748,0,0,Healthy,99.11,#FFFA8072,
1751,1752,0,0,Healthy,98.4,#FFFA8072,
1755,1756,0,0,Outlier,,,
1759,1760,0,0,Healthy,56.66,#FFFA8072,
1763,1764,0,0,Healthy,86.41,#FFFA8072,
1767,1768,0,0,Healthy,98.09,#FFFA8072,
1771,1772,0,0,Healthy,76.18,#FFFA8072,
1775,1776,0,0,Healthy,96.16,#FFFA8072,
1781,1781,0,0,Tumor,92.31,#FF8A2BE2,
1785,1785,0,0,Healthy,99.19,#FFFA8072,
1789,1790,0,0,Healthy,99.28,#FFFA8072,
1793,1793,0,0,Healthy,99.38,#FFFA8072,
1801,1801,0,0,Healthy,99.32,#FFFA8072,
1809,1810,0,0,Healthy,99.32,#FFFA8072,
1817,1818,0,0,Healthy,98.65,#FFFA8072,
1826,1826,0,0,Healthy,99.01,#FFFA8072,
1830,1830,0,0,Healthy,99.15,#FFFA8072,
1834,1835,0,0,Tumor,98.66,#FF8A2BE2,
1842,1843,0,0,Healthy,99.09,#FFFA8072,
1846,1847,0,0,Healthy,99.03,#FFFA8072,
1854,1855,0,0,Healthy,99.05,#FFFA8072,
1858,1859,0,0,Healthy,97.56,#FFFA8072,
1863,1863,0,0,Healthy,97.79,#FFFA8072,
1867,1868,0,0,Healthy,99.31,#FFFA8072,
1875,1876,0,0,Healthy,97.34,#FFFA8072,
1880,1880,0,0,Tumor,96.12,#FF8A2BE2,
1887,1888,0,0,Healthy,87.66,#FFFA8072,
1895,1896,0,0,Healthy,89.89,#FFFA8072,
1900,1900,0,0,Healthy,99.17,#FFFA8072,
1908,1908,0,0,Healthy,98.5,#FFFA8072,
1916,1917,0,0,Healthy,98.92,#FFFA8072,
1920,1921,0,0,Healthy,99.28,#FFFA8072,
1928,1929,0,0,Healthy,98.64,#FFFA8072,
1933,1933,0,0,Healthy,99.29,#FFFA8072,
1937,1937,0,0,Healthy,98.16,#FFFA8072,
1941,1941,0,0,Healthy,99.13,#FFFA8072,
1949,1950,0,0,Healthy,98.9,#FFFA8072,
1957,1958,0,0,Healthy,99.34,#FFFA8072,
1965,1966,0,0,Healthy,99.24,#FFFA8072,
1974,1974,0,0,Healthy,99.33,#FFFA8072,
1978,1978,0,0,Healthy,98.29,#FFFA8072,
1982,1983,0,0,Healthy,98.26,#FFFA8072,
1986,1987,0,0,Healthy,59.92,#FFFA8072,
1990,1991,0,0,Healthy,54.81,#FFFA8072,
1994,1995,0,0,Healthy,96.12,#FFFA8072,
1998,1999,0,0,Healthy,92.65,#FFFA8072,
2002,2003,0,0,Healthy,96.87,#FFFA8072,
2006,2007,0,0,Healthy,93.3,#FFFA8072,
2010,2011,0,0,Healthy,98.14,#FFFA8072,
2014,2015,0,0,Healthy,98.99,#FFFA8072,
2018,2019,0,0,Healthy,99.27,#FFFA8072,
2022,2022,0,0,Healthy,95.93,#FFFA8072,
2026,2026,0,0,Healthy,96.14,#FFFA8072,
2030,2030,0,0,Healthy,77.5,#FFFA8072,
2034,2034,0,0,Healthy,91.3,#FFFA8072,
2038,2038,0,0,Tumor,90.98,#FF8A2BE2,
2042,2043,0,0,Healthy,81.41,#FFFA8072,
2046,2046,0,0,Healthy,84.74,#FFFA8072,
2055,2055,0,0,Healthy,99.07,#FFFA8072,
2059,2059,0,0,Outlier,,,
2063,2066,0,0,Healthy,99.38,#FFFA8072,
2070,2071,0,0,Healthy,99.33,#FFFA8072,
2074,2075,0,0,Healthy,99.06,#FFFA8072,
2082,2083,0,0,Healthy,99.17,#FFFA8072,
2087,2087,0,0,Healthy,99.18,#FFFA8072,
2095,2095,0,0,Healthy,97.95,#FFFA8072,
2103,2104,0,0,Healthy,98.5,#FFFA8072,
2111,2112,0,0,Healthy,97.53,#FFFA8072,
2115,2116,0,0,Healthy,97.87,#FFFA8072,
2120,2123,0,0,Healthy,98.26,#FFFA8072,
2124,2127,0,0,Healthy,97.88,#FFFA8072,
2128,2128,0,0,Healthy,97.95,#FFFA8072,
2132,2132,0,0,Healthy,96.03,#FFFA8072,
2136,2136,0,0,Healthy,99.24,#FFFA8072,
2140,2141,0,0,Healthy,99.18,#FFFA8072,
2144,2144,0,0,Outlier,,,
2148,2149,0,0,Healthy,98.68,#FFFA8072,
2152,2153,0,0,Healthy,91.57,#FFFA8072,
2156,2157,0,0,Outlier,,,
2161,2164,0,0,Tumor,91.45,#FF8A2BE2,
2165,2165,0,0,Tumor,85.33,#FF8A2BE2,
2169,2169,0,0,Healthy,99.18,#FFFA8072,
2173,2173,0,0,Healthy,95.67,#FFFA8072,
2177,2177,0,0,Healthy,77.82,#FFFA8072,
2185,2186,0,0,Healthy,85.27,#FFFA8072,
2193,2194,0,0,Tumor,64.33,#FF8A2BE2,
2201,2202,0,0,Healthy,98.91,#FFFA8072,
2210,2210,0,0,Healthy,99.2,#FFFA8072,
2214,2214,0,0,Healthy,99.14,#FFFA8072,
2222,2224,0,0,Healthy,98.84,#FFFA8072,
2230,2231,0,0,Healthy,97.69,#FFFA8072,
2244,2244,0,0,Healthy,99.27,#FFFA8072,
2256,2256,0,0,Healthy,99.18,#FFFA8072,
2260,2261,0,0,Healthy,71.25,#FFFA8072,
2264,2265,0,0,Healthy,93.92,#FFFA8072,
2268,2268,0,0,Outlier,,,
2272,2272,0,0,Healthy,97.03,#FFFA8072,
2276,2277,0,0,Healthy,95.25,#FFFA8072,
2280,2281,0,0,Healthy,98.91,#FFFA8072,
2284,2285,0,0,Healthy,96.82,#FFFA8072,
2288,2289,0,0,Healthy,98.1,#FFFA8072,
2292,2292,0,0,Healthy,99.17,#FFFA8072,
2296,2296,0,0,Healthy,97.86,#FFFA8072,
2300,2301,0,0,Tumor,86.05,#FF8A2BE2,
2304,2304,0,0,Healthy,71.9,#FFFA8072,
2308,2309,0,0,Healthy,90.17,#FFFA8072,
2312,2313,0,0,Healthy,96.01,#FFFA8072,
2316,2317,0,0,Healthy,94.43,#FFFA8072,
2321,2322,0,0,Healthy,97.83,#FFFA8072,
2325,2325,0,0,Healthy,99.09,#FFFA8072,
2333,2333,0,0,Outlier,,,
2337,2337,0,0,Healthy,98.6,#FFFA8072,
2341,2341,0,0,Healthy,56.81,#FFFA8072,
2345,2345,0,0,Healthy,97.51,#FFFA8072,
2349,2349,0,0,Healthy,99.34,#FFFA8072,
2357,2358,0,0,Healthy,97.57,#FFFA8072,
2365,2366,0,0,Healthy,98.86,#FFFA8072,
2374,2374,0,0,Healthy,93.93,#FFFA8072,
2382,2383,0,0,Outlier,,,
2386,2386,0,0,Healthy,95.38,#FFFA8072,
2390,2391,0,0,Healthy,83.43,#FFFA8072,
2398,2399,0,0,Healthy,69.05,#FFFA8072,
2402,2403,0,0,Healthy,98.45,#FFFA8072,
2407,2407,0,0,Tumor,98.81,#FF8A2BE2,
2411,2411,0,0,Healthy,98.92,#FFFA8072,
2415,2415,0,0,Healthy,96.93,#FFFA8072,
2419,2419,0,0,Healthy,99.3,#FFFA8072,
2423,2423,0,0,Healthy,99.21,#FFFA8072,
2427,2427,0,0,Healthy,91.56,#FFFA8072,
